sku,brand,model_name,target_segment,cpu_model,cinebench_r23_score,gpu_model,threedmark_score,is_gpu_integrated,ram_gb,ram_generation,storage_gb,storage_type,display_size_inches,weight_kg,min_discount_price_inr,avg_normal_price_inr,max_mrp_price_inr,max_discount_percentage,current_price_inr,rating
SKU-LENOVO-0492,LENOVO,Yoga Slim 7x Copilot+ PC Snapdragon X Elite,Creator,Snapdragon X Elite X1E-78-100,14500,Qualcomm Adreno GPU,3400,True,32,DDR5,1024,SSD,14.5,1.28,131991,149990,176988,25.4,149990,4.6
SKU-LENOVO-0493,LENOVO,IdeaPad Pro 5 16AHP9 Ryzen 7 8845HS OLED,Creator,AMD Ryzen 7 8845HS,16500,AMD Radeon 780M Graphics,3200,False,32,DDR5,1024,SSD,16.0,1.95,96791,109990,129788,25.4,109990,4.6
SKU-LENOVO-0494,LENOVO,Yoga Book 9i Dual-Screen OLED i7 13th Gen,Creator,13th Gen Intel Core i7 1355U,9800,Intel Iris Xe Graphics,1700,True,16,DDR5,1024,SSD,13.3,1.34,197991,224990,265488,25.4,224990,4.6
SKU-LENOVO-0495,LENOVO,Yoga 9i 14IRP8 OLED 2-in-1 i7 13th Gen,Creator,13th Gen Intel Core i7 1360P,12800,Intel Iris Xe Graphics,1800,True,16,DDR5,1024,SSD,14.0,1.4,153991,174990,206488,25.4,174990,4.6
SKU-HP-0910,HP,Envy 16 h1026TX Core i7 13th Gen RTX 4060 OLED,Creator,13th Gen Intel Core i7 13700H,17800,NVIDIA GeForce RTX 4060,10800,False,16,DDR5,1024,SSD,16.0,2.3,85351,96990,114448,25.4,96990,4.6
SKU-HP-0911,HP,Spectre x360 16 aa0002TU Core Ultra 7 OLED,Creator,Intel Core Ultra 7 155H,14800,Intel Arc Graphics,3800,True,32,DDR5,1024,SSD,16.0,1.95,118791,134990,159288,25.4,134990,4.6
SKU-HP-0912,HP,Envy x360 15 fe0028TU Core i7 13th Gen OLED,Creator,13th Gen Intel Core i7 1355U,9800,Intel Iris Xe Graphics,1700,True,16,DDR5,512,SSD,15.6,1.77,92391,104990,123888,25.4,104990,4.6
SKU-HP-0913,HP,Spectre x360 14 eu0005TU Core Ultra 7 OLED,Creator,Intel Core Ultra 7 155H,14800,Intel Arc Graphics,3800,True,16,DDR5,1024,SSD,14.0,1.44,87991,99990,117988,25.4,99990,4.6
SKU-DELL-0488,DELL,XPS 15 9530 Core i7 13th Gen RTX 4050 OLED,Creator,13th Gen Intel Core i7 13700H,17800,NVIDIA GeForce RTX 4050,8400,False,32,DDR5,1024,SSD,15.6,1.92,74791,84990,100288,25.4,84990,4.6
SKU-DELL-0489,DELL,XPS 14 9440 Intel Core Ultra 7 RTX 4050,Creator,Intel Core Ultra 7 155H,14800,NVIDIA GeForce RTX 4050,8400,False,16,DDR5,1024,SSD,14.5,1.68,105591,119990,141588,25.4,119990,4.6
SKU-DELL-0490,DELL,Inspiron 16 Plus 7630 Core i7 13th Gen RTX 4060,Creator,13th Gen Intel Core i7 13700H,17800,NVIDIA GeForce RTX 4060,10800,False,16,DDR5,1024,SSD,16.0,2.06,85351,96990,114448,25.4,96990,4.6
SKU-DELL-0491,DELL,XPS 13 Plus 9320 Core i7 13th Gen 3.5K OLED,Creator,13th Gen Intel Core i7 1360P,12800,Intel Iris Xe Graphics,1800,True,16,DDR5,1024,SSD,13.4,1.23,162791,184990,218288,25.4,184990,4.6
SKU-MSI-0486,MSI,Prestige 16 AI Studio B1VFG Core Ultra 9 RTX 4060,Creator,Intel Core Ultra 9 185H,18200,NVIDIA GeForce RTX 4060,10800,False,32,DDR5,1024,SSD,16.0,1.6,158391,179990,212388,25.4,179990,4.6
SKU-MSI-0487,MSI,Prestige 14 AI Evo C1MG Core Ultra 7,Creator,Intel Core Ultra 7 155H,14800,Intel Arc Graphics,3800,True,16,DDR5,1024,SSD,14.0,1.7,87991,99990,117988,25.4,99990,4.6
SKU-MSI-0488,MSI,Creator Z16 HX Studio B13VF i7 RTX 4060,Creator,13th Gen Intel Core i7 13700HX,22400,NVIDIA GeForce RTX 4060,10800,False,32,DDR5,1024,SSD,16.0,2.35,85351,96990,114448,25.4,96990,4.6
SKU-MSI-0489,MSI,Creator 16 AI Studio A1VHG i9 RTX 4080 OLED,Creator,Intel Core Ultra 9 185H,18200,NVIDIA GeForce RTX 4080,18500,False,32,DDR5,2048,SSD,16.0,1.99,281591,319990,377588,25.4,319990,4.6
SKU-SAMSUNG-0461,SAMSUNG,Galaxy Book4 Pro 360 OLED Core Ultra 7 2-in-1,Creator,Intel Core Ultra 7 155H,14800,Intel Arc Graphics,3800,True,16,DDR5,512,SSD,16.0,1.66,87991,99990,117988,25.4,99990,4.6
SKU-SAMSUNG-0462,SAMSUNG,Galaxy Book4 Ultra Core Ultra 9 RTX 4070 OLED,Creator,Intel Core Ultra 9 185H,18200,NVIDIA GeForce RTX 4070,13200,False,32,DDR5,1024,SSD,16.0,1.86,193591,219990,259588,25.4,219990,4.6
SKU-SAMSUNG-0463,SAMSUNG,Galaxy Book4 Pro 14 OLED Core Ultra 7,Creator,Intel Core Ultra 7 155H,14800,Intel Arc Graphics,3800,True,16,DDR5,512,SSD,14.0,1.23,87991,99990,117988,25.4,99990,4.6
SKU-SAMSUNG-0464,SAMSUNG,Galaxy Book3 Pro 360 OLED Core i7 13th Gen,Creator,13th Gen Intel Core i7 1360P,12800,Intel Iris Xe Graphics,1800,True,16,DDR5,512,SSD,16.0,1.66,131991,149990,176988,25.4,149990,4.6
SKU-ACER-0907,ACER,Swift Go 14 OLED SFG14-73 Core Ultra 7,Creator,Intel Core Ultra 7 155H,14800,Intel Arc Graphics,3800,True,16,DDR5,1024,SSD,14.0,1.32,87991,99990,117988,25.4,99990,4.6
SKU-ACER-0908,ACER,Swift X 14 SFX14-71G Core i7 13th Gen RTX 4050,Creator,13th Gen Intel Core i7 13700H,17800,NVIDIA GeForce RTX 4050,8400,False,16,DDR5,1024,SSD,14.0,1.55,74791,84990,100288,25.4,84990,4.6
SKU-ASUS-0917,ASUS,Zenbook 14 OLED UX3405MA Core Ultra 7,Creator,Intel Core Ultra 7 155H,14800,Intel Arc Graphics,3800,True,16,DDR5,1024,SSD,14.0,1.2,87991,99990,117988,25.4,99990,4.6
SKU-ASUS-0918,ASUS,Vivobook Pro 15 OLED N6506MU Core Ultra 9 RTX 4050,Creator,Intel Core Ultra 9 185H,18200,NVIDIA GeForce RTX 4050,8400,False,16,DDR5,1024,SSD,15.6,1.8,158391,179990,212388,25.4,179990,4.6
SKU-LENOVO-0496,LENOVO,Yoga Slim 6 14IRP8 OLED Core i8 13th Gen,Creator,13th Gen Intel Core i7 1360P,12800,Intel Iris Xe Graphics,1800,True,16,DDR5,512,SSD,14.0,1.35,74791,84990,100288,25.4,84990,4.6
SKU-HP-0914,HP,Envy 14 eb0021TX Core i7 11th Gen GTX 1650 Ti,Creator,11th Gen Intel Core i7 11370H,9200,NVIDIA GeForce GTX 1650 Ti,3600,False,16,DDR5,1024,SSD,14.0,1.49,87991,99990,117988,25.4,99990,4.6
SKU-DELL-0492,DELL,Inspiron 16 5630 Core i7 13th Gen 2.5K,Creator,13th Gen Intel Core i7 1360P,12800,Intel Iris Xe Graphics,1800,True,16,DDR5,512,SSD,16.0,1.85,79191,89990,106188,25.4,89990,4.6
SKU-MSI-0490,MSI,Prestige 13 AI Evo A1MG Core Ultra 7 OLED,Creator,Intel Core Ultra 7 155H,14800,Intel Arc Graphics,3800,True,32,DDR5,1024,SSD,13.3,0.99,118791,134990,159288,25.4,134990,4.6
SKU-APPLE-0485,APPLE,MacBook Air 15 M2 16GB RAM 512GB SSD,Creator,Apple M2 8-core CPU,9900,Apple M2 10-core GPU,4200,True,16,DDR5,512,SSD,15.3,1.51,87912,99900,117882,25.4,99900,4.6
SKU-APPLE-0486,APPLE,MacBook Pro 14 M3 16GB RAM 1TB SSD,Creator,Apple M3 8-core CPU,11800,Apple M3 10-core GPU,4800,True,16,DDR5,1024,SSD,14.2,1.55,101112,114900,135582,25.4,114900,4.6
SKU-ASUS-0919,ASUS,Zenbook Duo 2024 UX8406MA Dual OLED Core Ultra 9,Creator,Intel Core Ultra 9 185H,18200,Intel Arc Graphics,4000,True,32,DDR5,1024,SSD,14.0,1.65,158391,179990,212388,25.4,179990,4.6
SKU-LENOVO-0497,LENOVO,Yoga Pro 7 14AHP9 Ryzen 7 8845HS OLED,Creator,AMD Ryzen 7 8845HS,16500,AMD Radeon 780M Graphics,3200,False,16,DDR5,1024,SSD,14.5,1.49,87991,99990,117988,25.4,99990,4.6
SKU-HP-0915,HP,OmniBook X 14 Copilot+ PC Snapdragon X Elite,Creator,Snapdragon X Elite X1E-78-100,14500,Qualcomm Adreno GPU,3400,True,16,DDR5,1024,SSD,14.0,1.34,123191,139990,165188,25.4,139990,4.6
SKU-DELL-0493,DELL,XPS 13 9340 Intel Core Ultra 7 OLED,Creator,Intel Core Ultra 7 155H,14800,Intel Arc Graphics,3800,True,16,DDR5,512,SSD,13.4,1.19,87991,99990,117988,25.4,99990,4.6
SKU-MSI-0491,MSI,Modern 15 H C13M Core i9 13th Gen,Creator,13th Gen Intel Core i9 13900H,18200,Intel Iris Xe Graphics,1800,True,16,DDR5,1024,SSD,15.6,1.7,70391,79990,94388,25.4,79990,4.6
SKU-ACER-0909,ACER,Swift 14 AI Copilot+ PC Snapdragon X Plus,Creator,Snapdragon X Plus X1P-64-100,12500,Qualcomm Adreno GPU,2800,True,16,DDR5,1024,SSD,14.5,1.36,87991,99990,117988,25.4,99990,4.6
SKU-LENOVO-0498,LENOVO,LOQ 15IRX9 Core i5 13th Gen RTX 4050,Gamer,13th Gen Intel Core i5 13450HX,16200,NVIDIA GeForce RTX 4050,8400,False,16,DDR5,512,SSD,15.6,2.38,67751,76990,90848,25.4,76990,4.6
SKU-LENOVO-0499,LENOVO,LOQ 15IAX9 Intel Core i5 12450HX RTX 3050,Gamer,12th Gen Intel Core i5 12450HX,11500,NVIDIA GeForce RTX 3050,5800,False,16,DDR5,512,SSD,15.6,2.38,55431,62990,74328,25.4,62990,4.6
SKU-LENOVO-0500,LENOVO,Legion Slim 5 16 AHP9 Ryzen 7 RTX 4070,Gamer,AMD Ryzen 7 8845HS,16500,NVIDIA GeForce RTX 4070,13200,False,16,DDR5,1024,SSD,16.0,2.3,136391,154990,182888,25.4,154990,4.6
SKU-LENOVO-0501,LENOVO,Legion Pro 7 16IRX9 i9 14th Gen RTX 4080,Gamer,14th Gen Intel Core i9 14900HX,29800,NVIDIA GeForce RTX 4080,18500,False,32,DDR5,1024,SSD,16.0,2.8,219991,249990,294988,25.4,249990,4.6
SKU-LENOVO-0502,LENOVO,LOQ 15ARP9 Ryzen 7 7435HS RTX 4060,Gamer,AMD Ryzen 7 7435HS,14200,NVIDIA GeForce RTX 4060,10800,False,16,DDR5,512,SSD,15.6,2.38,85351,96990,114448,25.4,96990,4.6
SKU-LENOVO-0503,LENOVO,Legion 5 Pro 16ARH7H Ryzen 7 RTX 3070 Ti,Gamer,AMD Ryzen 7 6800H,13800,NVIDIA GeForce RTX 3070 Ti,11800,False,16,DDR5,1024,SSD,16.0,2.49,105591,119990,141588,25.4,119990,4.6
SKU-ASUS-0920,ASUS,TUF Gaming F15 FX507VV Core i7 13th Gen RTX 4060,Gamer,13th Gen Intel Core i7 13620H,17200,NVIDIA GeForce RTX 4060,10800,False,16,DDR5,512,SSD,15.6,2.2,85351,96990,114448,25.4,96990,4.6
SKU-ASUS-0921,ASUS,TUF Gaming A15 FA507UV Ryzen 7 RTX 4060,Gamer,AMD Ryzen 7 8845HS,16500,NVIDIA GeForce RTX 4060,10800,False,16,DDR5,1024,SSD,15.6,2.2,85351,96990,114448,25.4,96990,4.6
SKU-ASUS-0922,ASUS,ROG Zephyrus G16 2024 GU605MI Core Ultra 7 RTX 4070,Gamer,Intel Core Ultra 7 155H,14800,NVIDIA GeForce RTX 4070,13200,False,32,DDR5,1024,SSD,16.0,1.85,118791,134990,159288,25.4,134990,4.6
SKU-ASUS-0923,ASUS,ROG Strix G17 G713PV Ryzen 9 RTX 4060,Gamer,AMD Ryzen 9 7845HX,25400,NVIDIA GeForce RTX 4060,10800,False,16,DDR5,1024,SSD,17.3,2.8,79191,89990,106188,25.4,89990,4.6
SKU-ASUS-0924,ASUS,TUF Gaming A16 Advantage Edition RX 7600S,Gamer,AMD Ryzen 7 7735HS,13800,AMD Radeon RX 7600S,9200,False,16,DDR5,512,SSD,16.0,2.2,76551,86990,102648,25.4,86990,4.6
SKU-ASUS-0925,ASUS,ROG Ally X Gaming Handheld 2024,Gamer,AMD Ryzen Z1 Extreme,12500,AMD Radeon 780M Graphics,3200,False,24,DDR5,1024,SSD,13.4,1.2,79191,89990,106188,25.4,89990,4.6
SKU-ASUS-0926,ASUS,TUF Gaming F17 FX707VI Core i7 RTX 4070,Gamer,13th Gen Intel Core i7 13620H,17200,NVIDIA GeForce RTX 4070,13200,False,16,DDR5,1024,SSD,17.3,2.6,136391,154990,182888,25.4,154990,4.6
SKU-HP-0916,HP,Victus 15 fb1013AX Ryzen 5 7535HS RTX 2050,Gamer,AMD Ryzen 5 7535HS,9600,NVIDIA GeForce RTX 2050,4200,False,16,DDR5,512,SSD,15.6,2.29,47511,53990,63708,25.4,53990,4.6
SKU-HP-0917,HP,Omen 16 wf0058TX Core i7 13th Gen RTX 4070,Gamer,13th Gen Intel Core i7 13700HX,22400,NVIDIA GeForce RTX 4070,13200,False,16,DDR5,1024,SSD,16.1,2.37,136391,154990,182888,25.4,154990,4.6
SKU-HP-0918,HP,Victus 16 s0009AX Ryzen 7 7840HS RTX 4060,Gamer,AMD Ryzen 7 7840HS,16200,NVIDIA GeForce RTX 4060,10800,False,16,DDR5,1024,SSD,16.1,2.3,85351,96990,114448,25.4,96990,4.6
SKU-HP-0919,HP,Omen Transcend 14 fb0089TX Core Ultra 7 RTX 4060,Gamer,Intel Core Ultra 7 155H,14800,NVIDIA GeForce RTX 4060,10800,False,16,DDR5,1024,SSD,14.0,1.63,123191,139990,165188,25.4,139990,4.6
SKU-HP-0920,HP,Victus 15 fa1317TX Core i5 12th Gen RTX 3050,Gamer,12th Gen Intel Core i5 12450H,11500,NVIDIA GeForce RTX 3050,5800,False,16,DDR5,512,SSD,15.6,2.29,57191,64990,76688,25.4,64990,4.6
SKU-ACER-0910,ACER,Nitro V 15 ANV15-51 Core i5 13th Gen RTX 4050,Gamer,13th Gen Intel Core i5 13420H,12200,NVIDIA GeForce RTX 4050,8400,False,16,DDR5,512,SSD,15.6,2.1,67751,76990,90848,25.4,76990,4.6
SKU-ACER-0911,ACER,Nitro V 16 ANV16-41 Ryzen 7 8845HS RTX 4060,Gamer,AMD Ryzen 7 8845HS,16500,NVIDIA GeForce RTX 4060,10800,False,16,DDR5,1024,SSD,16.0,2.5,85351,96990,114448,25.4,96990,4.6
SKU-ACER-0912,ACER,Predator Helios 16 PH16-72 i9 14th Gen RTX 4080,Gamer,14th Gen Intel Core i9 14900HX,29800,NVIDIA GeForce RTX 4080,18500,False,32,DDR5,1024,SSD,16.0,2.7,219991,249990,294988,25.4,249990,4.6
SKU-ACER-0913,ACER,Nitro 5 AN515-58 Core i7 12th Gen RTX 3070 Ti,Gamer,12th Gen Intel Core i7 12700H,15800,NVIDIA GeForce RTX 3070 Ti,11800,False,16,DDR5,1024,SSD,15.6,2.5,96791,109990,129788,25.4,109990,4.6
SKU-DELL-0494,DELL,G15 5530 Core i5 13th Gen RTX 3050,Gamer,13th Gen Intel Core i5 13450HX,16200,NVIDIA GeForce RTX 3050,5800,False,16,DDR5,512,SSD,15.6,2.65,65991,74990,88488,25.4,74990,4.6
SKU-DELL-0495,DELL,G15 5530 Core i7 13th Gen RTX 4060,Gamer,13th Gen Intel Core i7 13650HX,20400,NVIDIA GeForce RTX 4060,10800,False,16,DDR5,1024,SSD,15.6,2.65,85351,96990,114448,25.4,96990,4.6
SKU-DELL-0496,DELL,Alienware m16 R2 Intel Core Ultra 7 RTX 4070,Gamer,Intel Core Ultra 7 155H,14800,NVIDIA GeForce RTX 4070,13200,False,16,DDR5,1024,SSD,16.0,2.61,87991,99990,117988,25.4,99990,4.6
SKU-DELL-0497,DELL,G16 7630 Core i9 13th Gen RTX 4070,Gamer,13th Gen Intel Core i9 13900HX,27200,NVIDIA GeForce RTX 4070,13200,False,16,DDR5,1024,SSD,16.0,2.87,136391,154990,182888,25.4,154990,4.6
SKU-MSI-0492,MSI,Katana 15 B13VFK Core i7 13th Gen RTX 4060,Gamer,13th Gen Intel Core i7 13620H,17200,NVIDIA GeForce RTX 4060,10800,False,16,DDR5,1024,SSD,15.6,2.25,85351,96990,114448,25.4,96990,4.6
SKU-MSI-0493,MSI,Katana A17 AI B8VF Ryzen 7 RTX 4060,Gamer,AMD Ryzen 7 8845HS,16500,NVIDIA GeForce RTX 4060,10800,False,16,DDR5,1024,SSD,17.3,2.7,85351,96990,114448,25.4,96990,4.6
SKU-MSI-0494,MSI,Sword 16 HX B14VFK Core i7 14th Gen RTX 4060,Gamer,14th Gen Intel Core i7 14700HX,28500,NVIDIA GeForce RTX 4060,10800,False,16,DDR5,1024,SSD,16.0,2.3,85351,96990,114448,25.4,96990,4.6
SKU-MSI-0495,MSI,Vector 16 GP16 HX i9 14th Gen RTX 4080,Gamer,14th Gen Intel Core i9 14900HX,29800,NVIDIA GeForce RTX 4080,18500,False,32,DDR5,1024,SSD,16.0,2.7,219991,249990,294988,25.4,249990,4.6
SKU-MSI-0496,MSI,Thin 15 B12UC Core i5 12th Gen RTX 3050,Gamer,12th Gen Intel Core i5 12450H,11500,NVIDIA GeForce RTX 3050,5800,False,16,DDR5,512,SSD,15.6,1.86,50151,56990,67248,25.4,56990,4.6
SKU-MSI-0497,MSI,Bravo 15 C7VFK Ryzen 7 RTX 4060,Gamer,AMD Ryzen 7 7735HS,13800,NVIDIA GeForce RTX 4060,10800,False,16,DDR5,1024,SSD,15.6,2.25,85351,96990,114448,25.4,96990,4.6
SKU-ASUS-0927,ASUS,TUF Gaming A14 FA401UU Ryzen 7 RTX 4050,Gamer,AMD Ryzen 7 8845HS,16500,NVIDIA GeForce RTX 4050,8400,False,16,DDR5,1024,SSD,14.0,1.46,74791,84990,100288,25.4,84990,4.6
SKU-LENOVO-0504,LENOVO,Legion Pro 5 16AHP9 Ryzen 7 8845HS RTX 4070,Gamer,AMD Ryzen 7 8845HS,16500,NVIDIA GeForce RTX 4070,13200,False,32,DDR5,1024,SSD,16.0,2.5,158391,179990,212388,25.4,179990,4.6
SKU-HP-0921,HP,Victus 16 r1085TX Core i7 14th Gen RTX 4050,Gamer,14th Gen Intel Core i7 14700HX,28500,NVIDIA GeForce RTX 4050,8400,False,16,DDR5,1024,SSD,16.1,2.34,74791,84990,100288,25.4,84990,4.6
SKU-ACER-0914,ACER,Predator Helios Neo 16 PHN16-71 i7 RTX 4050,Gamer,13th Gen Intel Core i7 13700HX,22400,NVIDIA GeForce RTX 4050,8400,False,16,DDR5,512,SSD,16.0,2.6,74791,84990,100288,25.4,84990,4.6
SKU-MSI-0498,MSI,Crosshair 16 HX D14VFK i7 RTX 4060,Gamer,14th Gen Intel Core i7 14700HX,28500,NVIDIA GeForce RTX 4060,10800,False,16,DDR5,1024,SSD,16.0,2.5,85351,96990,114448,25.4,96990,4.6
SKU-ASUS-0928,ASUS,ROG Strix SCAR 16 G634JYR i9 RTX 4090,Gamer,14th Gen Intel Core i9 14900HX,29800,NVIDIA GeForce RTX 4090,20500,False,32,DDR5,2048,SSD,16.0,2.65,307991,349990,412988,25.4,349990,4.6
SKU-DELL-0498,DELL,Alienware m18 R2 i9 14th Gen RTX 4090,Gamer,14th Gen Intel Core i9 14900HX,29800,NVIDIA GeForce RTX 4090,20500,False,64,DDR5,2048,SSD,18.0,4.04,395991,449990,530988,25.4,449990,4.6
SKU-LENOVO-0505,LENOVO,Legion 9 16IRX9 i9 14th Gen RTX 4090 Mini-LED,Gamer,14th Gen Intel Core i9 14900HX,29800,NVIDIA GeForce RTX 4090,20500,False,64,DDR5,2048,SSD,16.0,2.56,395991,449990,530988,25.4,449990,4.6
SKU-MSI-0499,MSI,Titan 18 HX A14VIG i9 14th Gen RTX 4090,Gamer,14th Gen Intel Core i9 14900HX,29800,NVIDIA GeForce RTX 4090,20500,False,64,DDR5,4096,SSD,18.0,3.6,395991,449990,530988,25.4,449990,4.6
SKU-HP-0922,HP,Omen 17 ck2008TX Core i9 13th Gen RTX 4080,Gamer,13th Gen Intel Core i9 13900HX,27200,NVIDIA GeForce RTX 4080,18500,False,32,DDR5,1024,SSD,17.3,2.78,219991,249990,294988,25.4,249990,4.6
SKU-APPLE-0487,APPLE,MacBook Pro 16 M3 Max 36GB RAM 1TB SSD,Creator,Apple M3 Max 14-core CPU,24500,Apple M3 Max 30-core GPU,14500,True,36,DDR5,1024,SSD,16.2,2.14,307912,349900,412882,25.4,349900,4.6
SKU-APPLE-0488,APPLE,MacBook Pro 14 M3 Pro 18GB RAM 512GB SSD,Creator,Apple M3 Pro 11-core CPU,18200,Apple M3 Pro 14-core GPU,9800,True,16,DDR5,512,SSD,14.2,1.61,219912,249900,294882,25.4,249900,4.6
SKU-APPLE-0489,APPLE,MacBook Pro 16 M3 Pro 36GB RAM 512GB SSD,Creator,Apple M3 Pro 12-core CPU,19500,Apple M3 Pro 18-core GPU,11200,True,36,DDR5,512,SSD,16.2,2.14,219912,249900,294882,25.4,249900,4.6
SKU-APPLE-0490,APPLE,MacBook Air 13 M3 16GB RAM 512GB SSD,Creator,Apple M3 8-core CPU,11800,Apple M3 10-core GPU,4800,True,16,DDR5,512,SSD,13.6,1.24,101112,114900,135582,25.4,114900,4.6
SKU-APPLE-0491,APPLE,MacBook Pro 14 M2 Max 32GB RAM 1TB SSD,Creator,Apple M2 Max 12-core CPU,20800,Apple M2 Max 30-core GPU,13800,True,32,DDR5,1024,SSD,14.2,1.63,237512,269900,318482,25.4,269900,4.6
SKU-ASUS-0929,ASUS,Vivobook Pro 15 OLED N6506MV Core Ultra 7 RTX 4060,Creator,Intel Core Ultra 7 155H,14800,NVIDIA GeForce RTX 4060,10800,False,16,DDR5,1024,SSD,15.6,1.8,123191,139990,165188,25.4,139990,4.6
SKU-ASUS-0930,ASUS,Vivobook Pro 16X OLED K6604VU Core i9 RTX 4050,Creator,13th Gen Intel Core i9 13980HX,28800,NVIDIA GeForce RTX 4050,8400,False,16,DDR5,1024,SSD,16.0,1.9,74791,84990,100288,25.4,84990,4.6
SKU-ASUS-0931,ASUS,ProArt Studiobook 16 OLED H7604JI i9 RTX 4070,Creator,13th Gen Intel Core i9 13980HX,28800,NVIDIA GeForce RTX 4070,13200,False,32,DDR5,1024,SSD,16.0,2.4,158391,179990,212388,25.4,179990,4.6
SKU-ASUS-0932,ASUS,Zenbook Pro 14 Duo OLED UX6404VI i9 RTX 4070,Creator,13th Gen Intel Core i9 13900H,18200,NVIDIA GeForce RTX 4070,13200,False,32,DDR5,1024,SSD,14.5,1.75,158391,179990,212388,25.4,179990,4.6
SKU-ASUS-0933,ASUS,Vivobook 16X OLED K3605VC Core i5 RTX 3050,Creator,13th Gen Intel Core i5 13500H,14200,NVIDIA GeForce RTX 3050,5800,False,16,DDR5,512,SSD,16.0,1.8,65991,74990,88488,25.4,74990,4.6
SKU-ASUS-0934,ASUS,Vivobook Pro 15 OLED K6502VU Core i9 RTX 4050,Creator,13th Gen Intel Core i9 13900H,18200,NVIDIA GeForce RTX 4050,8400,False,16,DDR5,1024,SSD,15.6,1.8,74791,84990,100288,25.4,84990,4.6
SKU-LENOVO-0506,LENOVO,Yoga Pro 9i 16IRH8 Core i9 13th Gen RTX 4070 Mini-LED,Creator,13th Gen Intel Core i9 13905H,19200,NVIDIA GeForce RTX 4070,13200,False,32,DDR5,1024,SSD,16.0,2.23,158391,179990,212388,25.4,179990,4.6
SKU-LENOVO-0507,LENOVO,Yoga Slim 7x Copilot+ PC Snapdragon X Elite,Creator,Snapdragon X Elite X1E-78-100,14500,Qualcomm Adreno GPU,3400,True,32,DDR5,1024,SSD,14.5,1.28,131991,149990,176988,25.4,149990,4.6
SKU-LENOVO-0508,LENOVO,IdeaPad Pro 5 16AHP9 Ryzen 7 8845HS OLED,Creator,AMD Ryzen 7 8845HS,16500,AMD Radeon 780M Graphics,3200,False,32,DDR5,1024,SSD,16.0,1.95,96791,109990,129788,25.4,109990,4.6
SKU-LENOVO-0509,LENOVO,Yoga Book 9i Dual-Screen OLED i7 13th Gen,Creator,13th Gen Intel Core i7 1355U,9800,Intel Iris Xe Graphics,1700,True,16,DDR5,1024,SSD,13.3,1.34,197991,224990,265488,25.4,224990,4.6
SKU-LENOVO-0510,LENOVO,Yoga 9i 14IRP8 OLED 2-in-1 i7 13th Gen,Creator,13th Gen Intel Core i7 1360P,12800,Intel Iris Xe Graphics,1800,True,16,DDR5,1024,SSD,14.0,1.4,153991,174990,206488,25.4,174990,4.6
SKU-HP-0923,HP,Envy 16 h1026TX Core i7 13th Gen RTX 4060 OLED,Creator,13th Gen Intel Core i7 13700H,17800,NVIDIA GeForce RTX 4060,10800,False,16,DDR5,1024,SSD,16.0,2.3,85351,96990,114448,25.4,96990,4.6
SKU-HP-0924,HP,Spectre x360 16 aa0002TU Core Ultra 7 OLED,Creator,Intel Core Ultra 7 155H,14800,Intel Arc Graphics,3800,True,32,DDR5,1024,SSD,16.0,1.95,118791,134990,159288,25.4,134990,4.6
SKU-HP-0925,HP,Envy x360 15 fe0028TU Core i7 13th Gen OLED,Creator,13th Gen Intel Core i7 1355U,9800,Intel Iris Xe Graphics,1700,True,16,DDR5,512,SSD,15.6,1.77,92391,104990,123888,25.4,104990,4.6
SKU-HP-0926,HP,Spectre x360 14 eu0005TU Core Ultra 7 OLED,Creator,Intel Core Ultra 7 155H,14800,Intel Arc Graphics,3800,True,16,DDR5,1024,SSD,14.0,1.44,87991,99990,117988,25.4,99990,4.6
SKU-DELL-0499,DELL,XPS 15 9530 Core i7 13th Gen RTX 4050 OLED,Creator,13th Gen Intel Core i7 13700H,17800,NVIDIA GeForce RTX 4050,8400,False,32,DDR5,1024,SSD,15.6,1.92,74791,84990,100288,25.4,84990,4.6
SKU-DELL-0500,DELL,XPS 14 9440 Intel Core Ultra 7 RTX 4050,Creator,Intel Core Ultra 7 155H,14800,NVIDIA GeForce RTX 4050,8400,False,16,DDR5,1024,SSD,14.5,1.68,105591,119990,141588,25.4,119990,4.6
SKU-DELL-0501,DELL,Inspiron 16 Plus 7630 Core i7 13th Gen RTX 4060,Creator,13th Gen Intel Core i7 13700H,17800,NVIDIA GeForce RTX 4060,10800,False,16,DDR5,1024,SSD,16.0,2.06,85351,96990,114448,25.4,96990,4.6
SKU-DELL-0502,DELL,XPS 13 Plus 9320 Core i7 13th Gen 3.5K OLED,Creator,13th Gen Intel Core i7 1360P,12800,Intel Iris Xe Graphics,1800,True,16,DDR5,1024,SSD,13.4,1.23,162791,184990,218288,25.4,184990,4.6
SKU-MSI-0500,MSI,Prestige 16 AI Studio B1VFG Core Ultra 9 RTX 4060,Creator,Intel Core Ultra 9 185H,18200,NVIDIA GeForce RTX 4060,10800,False,32,DDR5,1024,SSD,16.0,1.6,158391,179990,212388,25.4,179990,4.6
SKU-MSI-0501,MSI,Prestige 14 AI Evo C1MG Core Ultra 7,Creator,Intel Core Ultra 7 155H,14800,Intel Arc Graphics,3800,True,16,DDR5,1024,SSD,14.0,1.7,87991,99990,117988,25.4,99990,4.6
SKU-MSI-0502,MSI,Creator Z16 HX Studio B13VF i7 RTX 4060,Creator,13th Gen Intel Core i7 13700HX,22400,NVIDIA GeForce RTX 4060,10800,False,32,DDR5,1024,SSD,16.0,2.35,85351,96990,114448,25.4,96990,4.6
